"","haul_number","year","month","day","wdfw_region","location_accuracy","had_gps","Sampling_Type","Num_of_Replicates","Depth","Measurement_Unit","Temperature","Salinity","Tide","new_lat","new_lon","location","gear","type","species","count","notes","row_color"
"156","491M",1949,8,25,"San Juan Island",2,0,"Otter trawl",1,"17.7","Fathoms",0,0,0,48.6476846046,-122.879156222,"7","otter","vert.","sand sole",3,NA,NA
"157","491M",1949,8,25,"San Juan Island",2,0,"Otter trawl",1,"17.7","Fathoms",0,0,0,48.6476846046,-122.879156222,"7","otter","vert.","longfin smelt",6,NA,NA
"158","491M",1949,8,25,"San Juan Island",2,0,"Otter trawl",1,"17.7","Fathoms",0,0,0,48.6476846046,-122.879156222,"7","otter","vert.","starry flounder",2,NA,NA
"159","491M",1949,8,25,"San Juan Island",2,0,"Otter trawl",1,"17.7","Fathoms",0,0,0,48.6476846046,-122.879156222,"7","otter","vert.","spinyhead sculpin",2,NA,NA
"160","491M",1949,8,25,"San Juan Island",2,0,"Otter trawl",1,"17.7","Fathoms",0,0,0,48.6476846046,-122.879156222,"7","otter","vert.","flathead sole",20,NA,NA
"161","491M",1949,8,25,"San Juan Island",2,0,"Otter trawl",1,"17.7","Fathoms",0,0,0,48.6476846046,-122.879156222,"7","otter","vert.","blackbelly eelpout",20,NA,NA
"162","491M",1949,8,25,"San Juan Island",2,0,"Otter trawl",1,"17.7","Fathoms",0,0,0,48.6476846046,-122.879156222,"7","otter","vert.","daubed shanny",2,NA,NA
"163","491M",1949,8,25,"San Juan Island",2,0,"Otter trawl",1,"17.7","Fathoms",0,0,0,48.6476846046,-122.879156222,"7","otter","vert.","butter sole",8,NA,NA
"164","491M",1949,8,25,"San Juan Island",2,0,"Otter trawl",1,"17.7","Fathoms",0,0,0,48.6476846046,-122.879156222,"7","otter","vert.","bay goby",5,NA,NA
"165","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","blackbelly eelpout",3,NA,NA
"166","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","Pacific cod",22,NA,NA
"167","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","Pacific tomcod",1,NA,NA
"168","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","spinyhead sculpin",3,NA,NA
"169","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","slim sculpin",23,NA,NA
"170","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","English sole",1,NA,NA
"171","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","Dover sole",7,NA,NA
"172","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","ratfish",133,NA,NA
"173","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","dogfish",14,NA,NA
"174","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","marbled snailfish",1,NA,NA
"175","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","gray starsnout",22,NA,NA
"176","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","rex sole",2,NA,NA
"177","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","northern ronquil",4,NA,NA
"178","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","pygmy poacher",4,NA,NA
"179","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","walleye pollock",17,NA,NA
"180","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","big skate",1,NA,NA
"181","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","slipskin snailfish",11,NA,NA
"182","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","showy snailfish",17,NA,NA
"183","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","pighead prickleback",1,NA,NA
"184","491P",1949,8,25,"San Juan Island",1,0,"Otter trawl",1,"29","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","longnose skate",1,NA,NA
"185","491Q",1949,8,26,"San Juan Island",1,0,"Otter trawl",1,"32","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","ratfish",54,NA,NA
"186","491Q",1949,8,26,"San Juan Island",1,0,"Otter trawl",1,"32","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","longnose skate",8,NA,NA
"187","491Q",1949,8,26,"San Juan Island",1,0,"Otter trawl",1,"32","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","quillback rockfish",1,NA,NA
"188","491Q",1949,8,26,"San Juan Island",1,0,"Otter trawl",1,"32","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","big skate",1,NA,NA
"189","491Q",1949,8,26,"San Juan Island",1,0,"Otter trawl",1,"32","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","slender sole",318,NA,NA
"190","491Q",1949,8,26,"San Juan Island",1,0,"Otter trawl",1,"32","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","Pacific hake",6,NA,"blue"
"191","491Q",1949,8,26,"San Juan Island",1,0,"Otter trawl",1,"32","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","Dover sole",12,NA,NA
"192","491Q",1949,8,26,"San Juan Island",1,0,"Otter trawl",1,"32","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","flathead sole",24,NA,NA
"193","491Q",1949,8,26,"San Juan Island",1,0,"Otter trawl",1,"32","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","dogfish",15,NA,NA
"194","491Q",1949,8,26,"San Juan Island",1,0,"Otter trawl",1,"32","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","blackbelly eelpout",2,NA,NA
"195","491Q",1949,8,26,"San Juan Island",1,0,"Otter trawl",1,"32","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","English sole",85,NA,NA
"196","491Q",1949,8,26,"San Juan Island",1,0,"Otter trawl",1,"32","Fathoms",0,0,0,48.4986125227,-122.962730498,"7","otter","vert.","plainfin midshipman",1,NA,NA
"197","492A",1949,9,26,"Central Sound",3,0,"Bottom trawl",1,"3-7","Fathoms",0,0,0,47.735413911,-122.503721213,NA,NA,NA,NA,NA,NA,NA
"198","492B",1949,9,26,"Central Sound",3,0,"Bottom trawl",1,"40","Fathoms",0,0,0,47.7267260561,-122.502973872,NA,NA,NA,NA,NA,NA,NA
"199","492C",1949,9,26,"Central Sound",3,1,"Bottom trawl",1,"93","Fathoms",0,0,0,47.7133,-122.4694,NA,NA,NA,NA,NA,NA,NA
"200","492D",1949,9,26,"Central Sound",3,1,"Bottom trawl",1,"104","Fathoms",0,0,0,47.7056,-122.4486,NA,NA,NA,NA,NA,NA,NA
"201","492E",1949,9,26,"Central Sound",3,0,"Beach seine",2,NA,NA,0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"202","492F",1949,9,27,"Central Sound",2,1,"Bottom trawl",1,"75","Meters",0,0,0,47.6944,-122.4139,NA,NA,NA,NA,NA,NA,NA
"203","493B",1949,9,30,"Central Sound",3,0,"Bottom trawl",1,NA,NA,0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"204","494A",1949,10,5,"Central Sound",3,0,"Bottom trawl",1,"12-32","Feet",0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"205","494B",1949,10,5,"Central Sound",3,0,"Bottom trawl",1,"10","Fathoms",0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"206","494C",1949,10,5,"Central Sound",3,0,"Bottom trawl",1,"30-32","Fathoms",0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"207","494D",1949,10,5,"Central Sound",3,0,"Bottom trawl",1,"30","Fathoms",0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"208","494E",1949,10,5,"Central Sound",3,0,"Bottom trawl",1,"36-40","Fathoms",0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"209","494F",1949,10,5,"Central Sound",3,0,"Bottom trawl",1,"54-57","Fathoms",0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"210","495A",1949,10,22,"Central Sound",3,0,"Bottom trawl",1,"92","Fathoms",0,0,0,47.7143868195,-122.50191438,NA,NA,NA,NA,NA,NA,NA
"211","495B",1949,10,22,"Central Sound",3,0,"Bottom trawl",1,"82","Fathoms",0,0,0,47.7267260561,-122.502973872,NA,NA,NA,NA,NA,NA,NA
"212","495C",1949,10,22,"Central Sound",2,0,"Bottom trawl",1,"20-30","Fathoms",0,0,0,47.7016042185,-122.571423015,NA,NA,NA,NA,NA,NA,NA
"213","495D",1949,10,22,"Central Sound",3,0,"Bottom trawl",1,"30","Fathoms",0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"214","496A",1949,11,10,"Central Sound",3,0,"Bottom trawl",1,NA,NA,0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"215","496B",1949,11,10,"Central Sound",4,0,"Bottom trawl",1,"40","Fathoms",0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"216","496C",1949,11,10,"Central Sound",3,0,"Bottom trawl",1,"10","Fathoms",0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"217","497A",1949,11,25,"Central Sound",3,0,"Bottom trawl",1,"88","Fathoms",0,0,0,47.735413911,-122.503721213,"9","bottom","vert.","unid. eelpout",NA,NA,NA
"218","497A",1949,11,25,"Central Sound",3,0,"Bottom trawl",1,"88","Fathoms",0,0,0,47.735413911,-122.503721213,"9","bottom","vert.","dogfish",NA,NA,NA
"219","497A",1949,11,25,"Central Sound",3,0,"Bottom trawl",1,"88","Fathoms",0,0,0,47.735413911,-122.503721213,"9","bottom","invert.","Metridium sp.",19,"other inverts with no catch abundances",NA
"220","497A",1949,11,25,"Central Sound",3,0,"Bottom trawl",1,"88","Fathoms",0,0,0,47.735413911,-122.503721213,"9","bottom","vert.","Dover sole",6,NA,NA
"221","497A",1949,11,25,"Central Sound",3,0,"Bottom trawl",1,"88","Fathoms",0,0,0,47.735413911,-122.503721213,"9","bottom","vert.","ratfish",103,NA,NA
"222","497A",1949,11,25,"Central Sound",3,0,"Bottom trawl",1,"88","Fathoms",0,0,0,47.735413911,-122.503721213,"9","bottom","vert.","brown cat shark",NA,NA,NA
"223","497A",1949,11,25,"Central Sound",3,0,"Bottom trawl",1,"88","Fathoms",0,0,0,47.735413911,-122.503721213,"9","bottom","vert.","longnose skate",4,NA,NA
"224","497A",1949,11,25,"Central Sound",3,0,"Bottom trawl",1,"88","Fathoms",0,0,0,47.735413911,-122.503721213,"9","bottom","vert.","red brotula",1,NA,NA
"225","497A",1949,11,25,"Central Sound",3,0,"Bottom trawl",1,"88","Fathoms",0,0,0,47.735413911,-122.503721213,"9","bottom","invert.","Luidia foliolata",11,NA,NA
"226","497A",1949,11,25,"Central Sound",3,0,"Bottom trawl",1,"88","Fathoms",0,0,0,47.735413911,-122.503721213,"9","bottom","invert.","Mediaster aequalis",43,NA,NA
"227","497B",1949,11,25,"Central Sound",3,0,"Bottom trawl",1,"42","Fathoms",0,0,0,47.7267260561,-122.502973872,NA,NA,NA,NA,NA,NA,NA
"228","497E",1949,11,25,"Central Sound",3,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"229","498A",1949,12,10,"Central Sound",3,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"230","498B",1949,12,10,"Central Sound",3,0,"Otter trawl",1,"40","Fathoms",0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
"231","499b",1949,12,19,"Hood Canal",2,0,"Otter trawl",1,"125","Fathoms",0,0,0,47.9363838995,-122.646462206,NA,NA,NA,NA,NA,NA,NA
"232","499C",1949,12,19,"Hood Canal",2,0,"Bottom trawl",1,"40-50","Fathoms",0,0,0,47.8740468982,-122.626225214,NA,NA,NA,NA,NA,NA,NA
"233","499D",1949,12,19,"Hood Canal",2,0,"Otter trawl",1,"60-64","Fathoms",0,0,0,47.6688805535,-122.866721838,"12","otter","vert.","Dover sole",1,NA,NA
"234","499D",1949,12,19,"Hood Canal",2,0,"Otter trawl",1,"60-64","Fathoms",0,0,0,47.6688805535,-122.866721838,"12","otter","vert.","slender sole",2,NA,NA
"235","499E",1949,12,10,"Hood Canal",2,0,"Bottom trawl",1,"74-76","Fathoms",0,0,0,47.6688805535,-122.866721838,NA,NA,NA,NA,NA,NA,NA
"236","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","shiner perch",10,NA,NA
"237","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","arrowtooth flounder",1,NA,NA
"238","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","greenstriped rockfish",8,NA,NA
"239","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","blackfin sculpin",27,NA,NA
"240","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","rex sole",1,NA,NA
"241","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","plainfin midshipman",28,NA,NA
"242","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","unid. rockfish",5,NA,NA
"243","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","longnose skate",1,NA,NA
"244","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","ratfish",6,NA,NA
"245","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","threadfin sculpin",19,NA,NA
"246","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","spotfin sculpin",2,NA,NA
"247","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","walleye pollock",15,NA,NA
"248","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","slender sole",69,NA,NA
"249","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","invert.","Mediaster aequalis",17,NA,NA
"250","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","slim sculpin",2,NA,NA
"251","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","longspine combfish",3,NA,NA
"252","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","English sole",4,NA,NA
"253","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","lingcod",1,NA,NA
"254","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","Dover sole",4,NA,NA
"255","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","rock sole",2,NA,NA
"256","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","Pacific tomcod",16,NA,NA
"257","499F",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"80","Fathoms",0,0,0,47.4025,-123.1006,"12","otter","vert.","blacktip poacher",2,NA,NA
"258","499G",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"30","Fathoms",0,0,0,47.3616427468,-123.104492159,"12","otter","vert.","longnose skate",6,NA,NA
"259","499G",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"30","Fathoms",0,0,0,47.3616427468,-123.104492159,"12","otter","vert.","Pacific staghorn sculpin",2,NA,NA
"260","499G",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"30","Fathoms",0,0,0,47.3616427468,-123.104492159,"12","otter","vert.","unid. sanddab",5,NA,NA
"261","499G",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"30","Fathoms",0,0,0,47.3616427468,-123.104492159,"12","otter","vert.","starry flounder",2,NA,NA
"262","499G",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"30","Fathoms",0,0,0,47.3616427468,-123.104492159,"12","otter","vert.","sand sole",1,NA,NA
"263","499G",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"30","Fathoms",0,0,0,47.3616427468,-123.104492159,"12","otter","vert.","English sole",48,NA,NA
"264","499G",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"30","Fathoms",0,0,0,47.3616427468,-123.104492159,"12","otter","vert.","dogfish",33,NA,NA
"265","499G",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,"30","Fathoms",0,0,0,47.3616427468,-123.104492159,"12","otter","vert.","greenstriped rockfish",2,NA,NA
"266","499H",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,NA,NA,0,0,0,47.3667,-123.1167,"12","otter","vert.","blacktip poacher",5,NA,NA
"267","499H",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,NA,NA,0,0,0,47.3667,-123.1167,"12","otter","vert.","plainfin midshipman",6,NA,NA
"268","499H",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,NA,NA,0,0,0,47.3667,-123.1167,"12","otter","vert.","Pacific hake",4,NA,"blue"
"269","499H",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,NA,NA,0,0,0,47.3667,-123.1167,"12","otter","vert.","dogfish",2,NA,NA
"270","499H",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,NA,NA,0,0,0,47.3667,-123.1167,"12","otter","vert.","unid. eelpout",1,NA,NA
"271","499H",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,NA,NA,0,0,0,47.3667,-123.1167,"12","otter","vert.","slender sole",28,NA,NA
"272","499H",1949,12,20,"Hood Canal",2,1,"Otter trawl",1,NA,NA,0,0,0,47.3667,-123.1167,"12","otter","vert.","longnose skate",1,NA,NA
"273","499I",1949,12,21,"Hood Canal",2,1,"Otter trawl",1,"8-10","Fathoms",-1,-1,0,47.7333,-122.81,"12","otter","vert.","unid. sanddab",NA,NA,NA
"274","499I",1949,12,21,"Hood Canal",2,1,"Otter trawl",1,"8-10","Fathoms",-1,-1,0,47.7333,-122.81,"12","otter","vert.","English sole",4,NA,NA
"275","499I",1949,12,21,"Hood Canal",2,1,"Otter trawl",1,"8-10","Fathoms",-1,-1,0,47.7333,-122.81,"12","otter","invert.","Luidia foliolata",2,NA,NA
"276","499I",1949,12,21,"Hood Canal",2,1,"Otter trawl",1,"8-10","Fathoms",-1,-1,0,47.7333,-122.81,"12","otter","vert.","longnose skate",1,NA,NA
"277","499I",1949,12,21,"Hood Canal",2,1,"Otter trawl",1,"8-10","Fathoms",-1,-1,0,47.7333,-122.81,"12","otter","invert.","Parastichopus californicus",1,NA,NA
"278","499I",1949,12,21,"Hood Canal",2,1,"Otter trawl",1,"8-10","Fathoms",-1,-1,0,47.7333,-122.81,"12","otter","invert.","Pycnopodia helianthoides",2,NA,NA
"279","499I",1949,12,21,"Hood Canal",2,1,"Otter trawl",1,"8-10","Fathoms",-1,-1,0,47.7333,-122.81,"12","otter","vert.","C-O sole",38,NA,NA
"280","499I",1949,12,21,"Hood Canal",2,1,"Otter trawl",1,"8-10","Fathoms",-1,-1,0,47.7333,-122.81,"12","otter","vert.","ratfish",10,NA,NA
"281","499I",1949,12,21,"Hood Canal",2,1,"Otter trawl",1,"8-10","Fathoms",-1,-1,0,47.7333,-122.81,"12","otter","invert.","Mediaster aequalis",1,NA,NA
"282","499I",1949,12,21,"Hood Canal",2,1,"Otter trawl",1,"8-10","Fathoms",-1,-1,0,47.7333,-122.81,"12","otter","vert.","rock sole",10,NA,NA
"283","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","rex sole",1,NA,NA
"284","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","English sole",25,NA,NA
"285","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","invert.","Orthasterias koehleri",14,NA,NA
"286","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","dogfish",20,NA,NA
"287","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","unid. sanddab",NA,NA,NA
"288","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","slender sole",14,NA,NA
"289","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","Pacific cod",1,NA,NA
"290","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","copper rockfish",3,NA,NA
"291","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","ratfish",1,NA,NA
"292","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","longnose skate",1,NA,NA
"293","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","Dover sole",NA,NA,NA
"294","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","walleye pollock",NA,NA,NA
"295","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","plainfin midshipman",NA,NA,NA
"296","499J",1949,12,21,"Hood Canal",2,0,"Otter trawl",1,"22-28","Fathoms",0,0,0,47.8039914282,-122.700957791,"12","otter","vert.","arrowtooth flounder",7,NA,NA
"297","499K",1949,12,21,"Hood Canal",1,1,"Otter trawl",1,"10","Fathoms",0,0,0,47.8847,-122.6083,NA,NA,NA,NA,NA,NA,NA
"298","5001",1950,1,18,"Central Sound",3,0,"Beach seine",1,NA,NA,0,0,0,47.6907637285,-122.42139478,NA,NA,NA,NA,NA,NA,NA
